accession,representation,n_components,detrend_bp,auc,mean_in,mean_out,contrast
NC_010084.1,NT-v2-50M,24,100000,0.6704028107680127,5.264968395233154,4.919546127319336,1.0702142553345748
NC_010084.1,NT-v2-50M,24,250000,0.755938242280285,5.462013244628906,4.895185947418213,1.1157928020098289
NC_010084.1,NT-v2-50M,24,1000000,0.7873366983372921,5.44603967666626,4.869233131408691,1.1184594226012539
NC_010084.1,NT-v2-50M,48,0,0.8552553444180523,7.968719959259033,6.908796787261963,1.153416463768524
NC_010084.1,NT-v2-50M,48,100000,0.6802132818685669,7.551947116851807,6.9723968505859375,1.083120665487818
NC_010084.1,NT-v2-50M,48,250000,0.7765736342042755,7.771451950073242,6.9312825202941895,1.1212141371123034
NC_010084.1,NT-v2-50M,48,1000000,0.7873119556611243,7.748311519622803,6.913024425506592,1.120828025868721
NC_010084.1,compositional,11,0,0.9508857878068092,9.395946722440753,2.874880525792304,3.268291199632121
NC_009901.1,DNABERT-S,8,0,0.6038105413105413,2.9767444133758545,2.861647844314575,1.0402203818649276
NC_009901.1,DNABERT-S,8,100000,0.6105769230769231,2.9048850536346436,2.7629289627075195,1.051378842106753
NC_009901.1,DNABERT-S,8,250000,0.6130104463437797,2.9486684799194336,2.8087987899780273,1.0497969774269593
NC_009901.1,DNABERT-S,8,1000000,0.6212013295346629,2.9948387145996094,2.876009702682495,1.0413173195508627
NC_009901.1,DNABERT-S,16,0,0.5495607787274454,4.230929851531982,4.164852619171143,1.0158654431267702
NC_009901.1,DNABERT-S,16,100000,0.5325261158594492,4.169944763183594,4.119208812713623,1.0123169163732069
NC_009901.1,DNABERT-S,16,250000,0.5565645773979108,4.216892242431641,4.151482105255127,1.0157558518905128
NC_009901.1,DNABERT-S,16,1000000,0.5714031339031339,4.289663314819336,4.224992275238037,1.0153067829165807
NC_009901.1,DNABERT-S,24,0,0.5899216524216524,5.402316093444824,5.209694862365723,1.0369736109633938
NC_009901.1,DNABERT-S,24,100000,0.5629748338081672,5.297579288482666,5.153212547302246,1.0280149013562419
NC_009901.1,DNABERT-S,24,250000,0.5936609686609686,5.372025012969971,5.189069747924805,1.0352578157420862
NC_009901.1,DNABERT-S,24,1000000,0.6134259259259259,5.483527660369873,5.2830634117126465,1.0379446985650018
NC_009901.1,DNABERT-S,48,0,0.5668328584995251,7.63782262802124,7.4637064933776855,1.0233283737507688
NC_009901.1,DNABERT-S,48,100000,0.5415479582146249,7.559728145599365,7.433476448059082,1.016984206302725
NC_009901.1,DNABERT-S,48,250000,0.570275403608737,7.631513595581055,7.4549994468688965,1.0236772852862241
NC_009901.1,DNABERT-S,48,1000000,0.5972222222222222,7.70926570892334,7.527423858642578,1.0241572487076014
NC_009901.1,DNABERT-2,8,0,0.4442663817663818,2.933943510055542,3.277712345123291,0.8951192786703135
NC_009901.1,DNABERT-2,8,100000,0.38182573599240266,2.6702728271484375,3.0199177265167236,0.884220389086037
NC_009901.1,DNABERT-2,8,250000,0.46118233618233617,2.8641467094421387,3.1130712032318115,0.9200389334072238
NC_009901.1,DNABERT-2,8,1000000,0.5062321937321937,3.0221540927886963,3.1904525756835938,0.9472493387998919
NC_009901.1,DNABERT-2,16,0,0.44290123456790126,4.090575695037842,4.365527153015137,0.937017581533677
NC_009901.1,DNABERT-2,16,100000,0.3717355175688509,3.841169595718384,4.2142767906188965,0.9114659018764357
NC_009901.1,DNABERT-2,16,250000,0.42687559354226023,3.9850032329559326,4.287227630615234,0.9295058663316341
NC_009901.1,DNABERT-2,16,1000000,0.4594610636277303,4.135168075561523,4.347214221954346,0.9512225219263535
NC_009901.1,DNABERT-2,24,0,0.4716286799620133,5.051210880279541,5.265847206115723,0.959239925232372
NC_009901.1,DNABERT-2,24,100000,0.3984449192782526,4.821242332458496,5.154099464416504,0.9354189545126114
NC_009901.1,DNABERT-2,24,250000,0.45886752136752135,4.971460819244385,5.226062774658203,0.9512822623087474
NC_009901.1,DNABERT-2,24,1000000,0.47127255460588796,5.096307754516602,5.296854019165039,0.962138608328109
NC_009901.1,DNABERT-2,48,0,0.507775403608737,7.15321683883667,7.286345481872559,0.9817290240536776
NC_009901.1,DNABERT-2,48,100000,0.47851377018043684,7.024447917938232,7.1920294761657715,0.976698988959528
NC_009901.1,DNABERT-2,48,250000,0.5137108262108262,7.147410869598389,7.256199359893799,0.9850075108331916
NC_009901.1,DNABERT-2,48,1000000,0.5197649572649573,7.30286169052124,7.402406215667725,0.9865524098183384
NC_009901.1,NT-v2-50M,8,0,0.43316714150047486,3.097787618637085,3.3424649238586426,0.9267973454335925
NC_009901.1,NT-v2-50M,8,100000,0.3945275403608737,3.047799825668335,3.350774049758911,0.9095808253282923
NC_009901.1,NT-v2-50M,8,250000,0.39725783475783477,3.043290376663208,3.3964250087738037,0.8960275492029526
NC_009901.1,NT-v2-50M,8,1000000,0.4154202279202279,3.117969274520874,3.3963847160339355,0.9180259408780476
NC_009901.1,NT-v2-50M,16,0,0.511633428300095,4.544434547424316,4.553792476654053,0.9979450251021074
NC_009901.1,NT-v2-50M,16,100000,0.49632003798670465,4.5030927658081055,4.55344820022583,0.9889412523864383
NC_009901.1,NT-v2-50M,16,250000,0.46937321937321935,4.437290191650391,4.633120059967041,0.9577326152178229
NC_009901.1,NT-v2-50M,16,1000000,0.4997625830959164,4.53216552734375,4.639932155609131,0.9767740939627525
NC_009901.1,NT-v2-50M,24,0,0.4779202279202279,5.390642166137695,5.465982437133789,0.9862165179155606
NC_009901.1,NT-v2-50M,24,100000,0.45447530864197533,5.359455585479736,5.512003421783447,0.9723244300428331
NC_009901.1,NT-v2-50M,24,250000,0.4412986704653371,5.303200721740723,5.5410332679748535,0.9570779429156804
NC_009901.1,NT-v2-50M,24,1000000,0.469017094017094,5.382785797119141,5.518509864807129,0.9754056672882777
NC_009901.1,NT-v2-50M,48,0,0.4729938271604938,7.417055130004883,7.437420845031738,0.997261723458817
NC_009901.1,NT-v2-50M,48,100000,0.44764957264957267,7.407528400421143,7.5067877769470215,0.9867773834194834
NC_009901.1,NT-v2-50M,48,250000,0.452991452991453,7.391008377075195,7.509808540344238,0.984180666839797
NC_009901.1,NT-v2-50M,48,1000000,0.4595797720797721,7.43284273147583,7.574955463409424,0.9812391330061193
NC_009901.1,compositional,11,0,0.6459227467811158,5.109909354561574,3.271691787273219,1.561855360104202
NC_009997.1,DNABERT-S,8,0,0.5686488388458831,3.0263671875,2.9145960807800293,1.0383487466606547
NC_009997.1,DNABERT-S,8,100000,0.5983814215341309,2.8770124912261963,2.7658185958862305,1.0402028880366019
NC_009997.1,DNABERT-S,8,250000,0.5481703026038002,2.960071563720703,2.888808488845825,1.0246686740052298
NC_009997.1,DNABERT-S,8,1000000,0.532054890921886,3.013648271560669,2.966430902481079,1.0159172320650038
NC_009997.1,DNABERT-S,16,0,0.6009852216748769,4.42096471786499,4.222560405731201,1.0469867315253794
NC_009997.1,DNABERT-S,16,100000,0.5861013370865588,4.301581382751465,4.151296615600586,1.036201886077258
NC_009997.1,DNABERT-S,16,250000,0.5563335679099226,4.338374614715576,4.227382183074951,1.0262555943214697
NC_009997.1,DNABERT-S,16,1000000,0.5726600985221675,4.403369426727295,4.26844596862793,1.0316095035736708
NC_009997.1,DNABERT-S,24,0,0.5758620689655173,5.547053813934326,5.25585412979126,1.0554048261142726
NC_009997.1,DNABERT-S,24,100000,0.5880014074595356,5.477905750274658,5.18484354019165,1.0565228647328044
NC_009997.1,DNABERT-S,24,250000,0.5621393384940183,5.495327472686768,5.288758754730225,1.039058071569589
NC_009997.1,DNABERT-S,24,1000000,0.5513722730471499,5.514467239379883,5.35038423538208,1.030667517841564
NC_009997.1,DNABERT-S,48,0,0.5709007741027445,8.003449440002441,7.589996337890625,1.0544734257706798
NC_009997.1,DNABERT-S,48,100000,0.5763546798029556,7.9394659996032715,7.512121200561523,1.0568873674468677
NC_009997.1,DNABERT-S,48,250000,0.5555594651653765,7.945812702178955,7.6477861404418945,1.038968997859535
NC_009997.1,DNABERT-S,48,1000000,0.5273399014778325,7.943024158477783,7.836796283721924,1.013555012904509
NC_009997.1,DNABERT-2,8,0,0.3762491203377903,3.136519193649292,3.932485580444336,0.7975920393063192
NC_009997.1,DNABERT-2,8,100000,0.4242786769880366,2.9879744052886963,3.390901803970337,0.881173970237103
NC_009997.1,DNABERT-2,8,250000,0.43124560168895143,3.050489664077759,3.706490993499756,0.8230128359754666
NC_009997.1,DNABERT-2,8,1000000,0.42902885292047854,3.1322290897369385,3.718047857284546,0.8424391535467064
NC_009997.1,DNABERT-2,16,0,0.35182969739619985,4.210555076599121,5.087214946746826,0.8276739081551269
NC_009997.1,DNABERT-2,16,100000,0.37304714989444054,4.1013503074646,4.603533744812012,0.8909134883798013
NC_009997.1,DNABERT-2,16,250000,0.3629134412385644,4.175536632537842,4.967617511749268,0.8405511540818071
NC_009997.1,DNABERT-2,16,1000000,0.3665024630541872,4.223360061645508,5.030415058135986,0.8395649291035775
NC_009997.1,DNABERT-2,24,0,0.363652357494722,5.2008771896362305,5.969949722290039,0.8711760452885696
NC_009997.1,DNABERT-2,24,100000,0.36850809289232933,5.071304798126221,5.561201572418213,0.9119081069239202
NC_009997.1,DNABERT-2,24,250000,0.36199859254046446,5.1504011154174805,5.886040687561035,0.8750196250429969
NC_009997.1,DNABERT-2,24,1000000,0.362807881773399,5.184236526489258,5.958921432495117,0.8699957845086936
NC_009997.1,DNABERT-2,48,0,0.3414496833216045,7.258617401123047,8.081060409545898,0.898225855674668
NC_009997.1,DNABERT-2,48,100000,0.34099225897255453,7.146106719970703,7.741408348083496,0.9231016371510529
NC_009997.1,DNABERT-2,48,250000,0.3322308233638283,7.201988220214844,8.075531959533691,0.8918283348148264
NC_009997.1,DNABERT-2,48,1000000,0.33553835327234344,7.211104393005371,8.182538986206055,0.8812795643456992
NC_009997.1,NT-v2-50M,8,0,0.35337790288529203,2.8287930488586426,3.3475327491760254,0.8450382000160962
NC_009997.1,NT-v2-50M,8,100000,0.331210415200563,2.7686781883239746,3.338890314102173,0.8292210668407273
NC_009997.1,NT-v2-50M,8,250000,0.3346938775510204,2.7723944187164307,3.317749500274658,0.835624997754327
NC_009997.1,NT-v2-50M,8,1000000,0.3615411681914145,2.8217315673828125,3.3288660049438477,0.8476554968545242
NC_009997.1,NT-v2-50M,16,0,0.3757213230119634,4.186304092407227,4.731973171234131,0.8846846634414476
NC_009997.1,NT-v2-50M,16,100000,0.37065446868402535,4.1370768547058105,4.653157711029053,0.8890901859827334
NC_009997.1,NT-v2-50M,16,250000,0.36970443349753696,4.172423362731934,4.718160629272461,0.8843326225150838
NC_009997.1,NT-v2-50M,16,1000000,0.36678395496129484,4.228322505950928,4.8059892654418945,0.8798027362140077
NC_009997.1,NT-v2-50M,24,0,0.32821956368754396,5.065304279327393,5.651926040649414,0.8962085212893872
NC_009997.1,NT-v2-50M,24,100000,0.30876143560872626,4.997920513153076,5.59192419052124,0.8937747263500017
NC_009997.1,NT-v2-50M,24,250000,0.3181914144968332,5.036966800689697,5.645707130432129,0.8921764243736394
NC_009997.1,NT-v2-50M,24,1000000,0.3293807178043631,5.087446212768555,5.686123847961426,0.8947125227658368
NC_009997.1,NT-v2-50M,48,0,0.3248416608022519,7.038551330566406,7.550328731536865,0.9322178650536337
NC_009997.1,NT-v2-50M,48,100000,0.3116819141449683,7.001965045928955,7.562620162963867,0.9258649641323271
NC_009997.1,NT-v2-50M,48,250000,0.3060520760028149,7.002852439880371,7.646159648895264,0.9158653182048273
NC_009997.1,NT-v2-50M,48,1000000,0.3145320197044335,7.016326904296875,7.692038536071777,0.912154414124922
NC_009997.1,compositional,11,0,0.6847390283547047,5.076946110620004,2.8808522152775597,1.7623070297380246
NC_010167.1,DNABERT-S,8,0,0.6688778330569375,2.703204870223999,2.5059306621551514,1.0787229315831062
NC_010167.1,DNABERT-S,8,100000,0.7254775505190099,2.7255451679229736,2.4926750659942627,1.0934217640741013
NC_010167.1,DNABERT-S,8,250000,0.685737976782753,2.681014060974121,2.476301670074463,1.0826685994576348
NC_010167.1,DNABERT-S,8,1000000,0.660985197469443,2.7105958461761475,2.492486000061035,1.0875069493308172
NC_010167.1,DNABERT-S,16,0,0.6750813832074197,3.8690736293792725,3.606107711791992,1.0729223691037792
NC_010167.1,DNABERT-S,16,100000,0.6990971070573061,3.8828704357147217,3.5892486572265625,1.0818059172069296
NC_010167.1,DNABERT-S,16,250000,0.6798108224310546,3.821653366088867,3.553999423980713,1.0753106318200705
NC_010167.1,DNABERT-S,16,1000000,0.6885326454149008,3.8836164474487305,3.586815595626831,1.0827477309354205
NC_010167.1,DNABERT-S,24,0,0.6784595540814446,4.796380996704102,4.488387584686279,1.0686200570264142
NC_010167.1,DNABERT-S,24,100000,0.6919108162889257,4.8118181228637695,4.481927871704102,1.0736045426438865
NC_010167.1,DNABERT-S,24,250000,0.6689392543455561,4.733694553375244,4.434309005737305,1.0675157160339033
NC_010167.1,DNABERT-S,24,1000000,0.6982372090166452,4.819725036621094,4.455728054046631,1.0816919206377251
NC_010167.1,DNABERT-S,48,0,0.5791106197408021,6.835071086883545,6.5177226066589355,1.0486900869178424
NC_010167.1,DNABERT-S,48,100000,0.613322277501382,6.886090278625488,6.519820213317871,1.0561779394713133
NC_010167.1,DNABERT-S,48,250000,0.5893065536514956,6.747278213500977,6.432703495025635,1.0489024122934627
NC_010167.1,DNABERT-S,48,1000000,0.6604938271604939,6.9508748054504395,6.445204257965088,1.0784568692078975
NC_010167.1,DNABERT-2,8,0,0.48473680977826916,2.841359853744507,2.815357208251953,1.0092360022438143
NC_010167.1,DNABERT-2,8,100000,0.567102757815859,2.815886974334717,2.6367061138153076,1.0679563261072487
NC_010167.1,DNABERT-2,8,250000,0.570880167065905,2.738664388656616,2.565286636352539,1.0675861129306763
NC_010167.1,DNABERT-2,8,1000000,0.5062342607947915,2.7431371212005615,2.587855339050293,1.0600040426553576
NC_010167.1,DNABERT-2,16,0,0.492168785701124,4.078082084655762,4.033243179321289,1.0111173324644456
NC_010167.1,DNABERT-2,16,100000,0.5798169645599165,4.093632221221924,3.8901774883270264,1.052299601626247
NC_010167.1,DNABERT-2,16,250000,0.5354093728886432,3.9832229614257812,3.839501142501831,1.037432419887314
NC_010167.1,DNABERT-2,16,1000000,0.5695903200049137,4.068803310394287,3.8304686546325684,1.0622207560616577
NC_010167.1,DNABERT-2,24,0,0.5037159879614275,4.980648040771484,4.929570198059082,1.010361520509945
NC_010167.1,DNABERT-2,24,100000,0.56120631410847,4.983689308166504,4.8341875076293945,1.0309259415984926
NC_010167.1,DNABERT-2,24,250000,0.5406608930655366,4.894021034240723,4.758866786956787,1.0284005107380543
NC_010167.1,DNABERT-2,24,1000000,0.5472943922363491,4.903034210205078,4.712114334106445,1.0405168174118247
NC_010167.1,DNABERT-2,48,0,0.5057428904858424,6.992266654968262,6.917694091796875,1.0107799741043502
NC_010167.1,DNABERT-2,48,100000,0.5532829678766661,6.998250484466553,6.83825159072876,1.0233976319260787
NC_010167.1,DNABERT-2,48,250000,0.535010134512622,6.877031326293945,6.734119892120361,1.0212219913608616
NC_010167.1,DNABERT-2,48,1000000,0.6665745347337387,7.1031575202941895,6.684720516204834,1.0625960357018662
NC_010167.1,NT-v2-50M,8,0,0.47113199434924147,2.739544630050659,2.7356479167938232,1.0014244206035852
NC_010167.1,NT-v2-50M,8,100000,0.4858731036177139,2.790476083755493,2.754847288131714,1.012933129098398
NC_010167.1,NT-v2-50M,8,250000,0.460936060438548,2.750548839569092,2.73974609375,1.0039429733447691
NC_010167.1,NT-v2-50M,8,1000000,0.5292058227381611,2.807748794555664,2.7120792865753174,1.0352753359586155
NC_010167.1,NT-v2-50M,16,0,0.4746944290891223,3.9761698246002197,3.95927095413208,1.004268177314438
NC_010167.1,NT-v2-50M,16,100000,0.5208218168417174,4.0196919441223145,3.941993236541748,1.0197105126564678
NC_010167.1,NT-v2-50M,16,250000,0.5018733493028684,3.948878049850464,3.9001896381378174,1.0124836011143021
NC_010167.1,NT-v2-50M,16,1000000,0.6077022295927769,4.042245388031006,3.823105812072754,1.0573197778796088
NC_010167.1,NT-v2-50M,24,0,0.5228180087218229,4.961109638214111,4.88468074798584,1.0156466500415173
NC_010167.1,NT-v2-50M,24,100000,0.5316012529942878,5.002359390258789,4.901821136474609,1.020510388075173
NC_010167.1,NT-v2-50M,24,250000,0.5256126773539709,4.899657249450684,4.816872596740723,1.0171863903492022
NC_010167.1,NT-v2-50M,24,1000000,0.6515877403107917,5.073108673095703,4.7435832023620605,1.069467627461358
NC_010167.1,NT-v2-50M,48,0,0.558595909342178,7.052052974700928,6.889739513397217,1.023558722501495
NC_010167.1,NT-v2-50M,48,100000,0.6004238068914686,7.119653224945068,6.898637771606445,1.0320375501158046
NC_010167.1,NT-v2-50M,48,250000,0.5726613844358455,7.0169677734375,6.848733425140381,1.024564300850076
NC_010167.1,NT-v2-50M,48,1000000,0.6877648793071679,7.238102436065674,6.781398296356201,1.067346603126802
NC_010167.1,compositional,11,0,0.5699281370923162,3.3102307448496777,2.727400207407906,1.2136945417319918
NC_010159.1,DNABERT-S,8,0,0.8832716049382716,3.27581787109375,2.603679656982422,1.258149351172607
NC_010159.1,DNABERT-S,8,100000,0.9206172839506173,3.3329436779022217,2.6632168292999268,1.2514728959482975
NC_010159.1,DNABERT-S,8,250000,0.8680246913580247,3.33622670173645,2.6659975051879883,1.251399033661587
NC_010159.1,DNABERT-S,8,1000000,0.8522222222222222,3.3783183097839355,2.6671555042266846,1.2666371737344373
NC_010159.1,DNABERT-S,16,0,0.8872222222222222,5.0350494384765625,3.821887731552124,1.317424736710347
NC_010159.1,DNABERT-S,16,100000,0.924320987654321,5.143555641174316,3.8787670135498047,1.3260800721482344
NC_010159.1,DNABERT-S,16,250000,0.8938271604938272,5.106335163116455,3.8910577297210693,1.3123257267844501
NC_010159.1,DNABERT-S,16,1000000,0.8554320987654321,5.062727451324463,3.8886830806732178,1.3019131017609158
NC_010159.1,DNABERT-S,24,0,0.9567283950617284,6.6256103515625,4.7479376792907715,1.395471212788161
NC_010159.1,DNABERT-S,24,100000,0.9585802469135802,6.649724006652832,4.823315620422363,1.378662424349194
NC_010159.1,DNABERT-S,24,250000,0.9391358024691357,6.621685981750488,4.821950435638428,1.3732380849065644
NC_010159.1,DNABERT-S,24,1000000,0.9214197530864198,6.610995292663574,4.8196516036987305,1.3716749334308975
NC_010159.1,DNABERT-S,48,0,0.9395061728395062,9.667628288269043,6.782559394836426,1.4253658133283764
NC_010159.1,DNABERT-S,48,100000,0.9377777777777778,9.659219741821289,6.899767875671387,1.399934014574569
NC_010159.1,DNABERT-S,48,250000,0.9217901234567901,9.684514045715332,6.92371940612793,1.3987444432170264
NC_010159.1,DNABERT-S,48,1000000,0.9138888888888889,9.592289924621582,6.904568195343018,1.3892671711304663
NC_010159.1,DNABERT-2,8,0,0.8769135802469136,3.8338074684143066,2.6586763858795166,1.4419985406181899
NC_010159.1,DNABERT-2,8,100000,0.8793827160493827,3.890378475189209,2.733336925506592,1.4233073277156174
NC_010159.1,DNABERT-2,8,250000,0.8678395061728396,3.8577284812927246,2.7506654262542725,1.4024709964621174
NC_010159.1,DNABERT-2,8,1000000,0.8462345679012345,3.8887276649475098,2.726999521255493,1.4260096617681708
NC_010159.1,DNABERT-2,16,0,0.8266666666666667,5.494317054748535,3.9260401725769043,1.3994551286372277
NC_010159.1,DNABERT-2,16,100000,0.8187654320987654,5.462284564971924,3.9909348487854004,1.3686729480523376
NC_010159.1,DNABERT-2,16,250000,0.8041358024691359,5.456267356872559,3.9909534454345703,1.3671588585214458
NC_010159.1,DNABERT-2,16,1000000,0.8160493827160494,5.481659889221191,3.963279962539673,1.383111952986672
NC_010159.1,DNABERT-2,24,0,0.7834567901234568,6.314734935760498,4.850613117218018,1.301842629614254
NC_010159.1,DNABERT-2,24,100000,0.7908024691358024,6.311585903167725,4.931836128234863,1.279763913288555
NC_010159.1,DNABERT-2,24,250000,0.7388888888888889,6.265379905700684,4.934152126312256,1.2697986898882618
NC_010159.1,DNABERT-2,24,1000000,0.7514814814814815,6.255555152893066,4.914972305297852,1.272754913827327
NC_010159.1,DNABERT-2,48,0,0.8264197530864198,8.421732902526855,6.848002910614014,1.2298086044142373
NC_010159.1,DNABERT-2,48,100000,0.8151851851851852,8.400734901428223,6.953815937042236,1.2080755339925526
NC_010159.1,DNABERT-2,48,250000,0.7864814814814814,8.375418663024902,6.966094970703125,1.202311868880468
NC_010159.1,DNABERT-2,48,1000000,0.7901234567901234,8.312983512878418,6.927236557006836,1.2000432559892749
NC_010159.1,NT-v2-50M,8,0,0.6312345679012346,3.3155765533447266,2.8899269104003906,1.147287338448765
NC_010159.1,NT-v2-50M,8,100000,0.6016049382716049,3.2600855827331543,2.937819719314575,1.109695588636653
NC_010159.1,NT-v2-50M,8,250000,0.6104320987654321,3.291011095046997,2.931596517562866,1.1226002880447286
NC_010159.1,NT-v2-50M,8,1000000,0.6285185185185185,3.334761381149292,2.94089412689209,1.1339277230878888
NC_010159.1,NT-v2-50M,16,0,0.7319135802469136,4.9880051612854,4.055411338806152,1.2299628187047946
NC_010159.1,NT-v2-50M,16,100000,0.744567901234568,5.032164573669434,4.092869758605957,1.2294954079807814
NC_010159.1,NT-v2-50M,16,250000,0.7325925925925926,5.057406425476074,4.114278793334961,1.2292327961996545
NC_010159.1,NT-v2-50M,16,1000000,0.7398148148148148,5.088428020477295,4.100480556488037,1.2409345564207261
NC_010159.1,NT-v2-50M,24,0,0.73,5.782288551330566,4.986689567565918,1.159544518058499
NC_010159.1,NT-v2-50M,24,100000,0.7440740740740741,5.827269077301025,5.033577919006348,1.1576793229519244
NC_010159.1,NT-v2-50M,24,250000,0.7219135802469135,5.849538326263428,5.054633140563965,1.1572626862512068
NC_010159.1,NT-v2-50M,24,1000000,0.7196296296296296,5.835380554199219,5.046339511871338,1.156359087705393
NC_010159.1,NT-v2-50M,48,0,0.7000617283950618,7.620148658752441,7.061313629150391,1.0791403779737354
NC_010159.1,NT-v2-50M,48,100000,0.7037037037037037,7.709313869476318,7.151541233062744,1.077993346921486
NC_010159.1,NT-v2-50M,48,250000,0.6905555555555556,7.705373287200928,7.158457279205322,1.076401379049135
NC_010159.1,NT-v2-50M,48,1000000,0.6655555555555556,7.599719047546387,7.131216049194336,1.0656974904588652
NC_010159.1,compositional,11,0,0.9134328358208955,13.760280127613845,3.0023029471813674,4.583241721336722
NC_010102.1,DNABERT-S,8,0,0.8257602034917332,3.0659990310668945,2.6695303916931152,1.1485162486284055
NC_010102.1,DNABERT-S,8,100000,0.6736038848421783,2.8541553020477295,2.6854379177093506,1.0628267677408432
NC_010102.1,DNABERT-S,8,250000,0.6642964504567002,2.843909978866577,2.6777427196502686,1.0620549756318678
NC_010102.1,DNABERT-S,8,1000000,0.7391027864493005,2.962313175201416,2.697023391723633,1.0983639164168464
NC_010102.1,DNABERT-S,16,0,0.9405133541449878,4.679742813110352,3.8208253383636475,1.2247989370575507
NC_010102.1,DNABERT-S,16,100000,0.8954792461556249,4.454702377319336,3.8336825370788574,1.161990418933769
NC_010102.1,DNABERT-S,16,250000,0.8962307781246387,4.459499359130859,3.8056063652038574,1.1718236021218065
NC_010102.1,DNABERT-S,16,1000000,0.9004509191814083,4.570619583129883,3.8403303623199463,1.1901631244997288
NC_010102.1,DNABERT-S,24,0,0.9375072262689328,5.9243879318237305,4.7697672843933105,1.2420706459219386
NC_010102.1,DNABERT-S,24,100000,0.9254249046132501,5.731971263885498,4.757855415344238,1.204738430133817
NC_010102.1,DNABERT-S,24,250000,0.9179673950745751,5.739678382873535,4.749406814575195,1.2085042631554217
NC_010102.1,DNABERT-S,24,1000000,0.9168690021967858,5.858669281005859,4.802953243255615,1.2198056038194205
NC_010102.1,DNABERT-S,48,0,0.9443288241415192,8.657536506652832,6.887326717376709,1.2570242217215988
NC_010102.1,DNABERT-S,48,100000,0.9258295756734882,8.403889656066895,6.9003729820251465,1.2178891891725672
NC_010102.1,DNABERT-S,48,250000,0.9270435888542028,8.426161766052246,6.875787258148193,1.2254831991881034
NC_010102.1,DNABERT-S,48,1000000,0.9139206844721933,8.468459129333496,6.946193695068359,1.2191510201257287
NC_010102.1,DNABERT-2,8,0,0.8399236906000693,3.959794521331787,3.076857566833496,1.2869606198271157
NC_010102.1,DNABERT-2,8,100000,0.80743438547809,3.546994686126709,2.9986343383789062,1.1828700287759168
NC_010102.1,DNABERT-2,8,250000,0.8191120360735346,3.7587673664093018,3.0101401805877686,1.2487017683260697
NC_010102.1,DNABERT-2,8,1000000,0.8223494045554399,3.8007562160491943,3.004119873046875,1.2651812766027692
NC_010102.1,DNABERT-2,16,0,0.8592900913400393,5.605401515960693,4.245989799499512,1.3201636792960312
NC_010102.1,DNABERT-2,16,100000,0.823332177130304,5.176120758056641,4.221996307373047,1.2259889353804898
NC_010102.1,DNABERT-2,16,250000,0.8317146490923806,5.315066814422607,4.226232528686523,1.257637098371983
NC_010102.1,DNABERT-2,16,1000000,0.8377269048444906,5.432906627655029,4.235840797424316,1.2826040655160156
NC_010102.1,DNABERT-2,24,0,0.8481327321077581,6.407757759094238,5.2081804275512695,1.2303256095348014
NC_010102.1,DNABERT-2,24,100000,0.7978379003352989,6.013961315155029,5.176327228546143,1.161820157348157
NC_010102.1,DNABERT-2,24,250000,0.8240258989478553,6.192938804626465,5.173799991607666,1.1969807133387311
NC_010102.1,DNABERT-2,24,1000000,0.8268585963695225,6.303434371948242,5.1981658935546875,1.212626626588428
NC_010102.1,DNABERT-2,48,0,0.8705630708752456,8.652844429016113,7.178027153015137,1.2054627608062862
NC_010102.1,DNABERT-2,48,100000,0.8294600531853393,8.276137351989746,7.19928503036499,1.149577675711245
NC_010102.1,DNABERT-2,48,250000,0.8491733148340849,8.4449462890625,7.172628879547119,1.1773850886309505
NC_010102.1,DNABERT-2,48,1000000,0.8445485027170772,8.48483657836914,7.20412540435791,1.177774691878143
NC_010102.1,NT-v2-50M,8,0,0.3517169614984391,2.6445977687835693,2.989224672317505,0.8847102706178486
NC_010102.1,NT-v2-50M,8,100000,0.2897444791305353,2.560025691986084,2.9679062366485596,0.8625695988552976
NC_010102.1,NT-v2-50M,8,250000,0.2569083130997803,2.499523639678955,2.963308334350586,0.8434909086930132
NC_010102.1,NT-v2-50M,8,1000000,0.3144294138050642,2.5988142490386963,2.9809157848358154,0.8718173999611449
NC_010102.1,NT-v2-50M,16,0,0.536420395421436,4.243520736694336,4.171788215637207,1.0171946698512289
NC_010102.1,NT-v2-50M,16,100000,0.5067059775696612,4.119882106781006,4.165051460266113,0.9891551511629532
NC_010102.1,NT-v2-50M,16,250000,0.48265695456122093,4.081783771514893,4.154613494873047,0.9824701567430932
NC_010102.1,NT-v2-50M,16,1000000,0.4924268701583998,4.174963474273682,4.1897172927856445,0.9964785646665545
NC_010102.1,NT-v2-50M,24,0,0.6228465718580183,5.294549942016602,5.085249423980713,1.0411583583390978
NC_010102.1,NT-v2-50M,24,100000,0.6077581223262805,5.196085453033447,5.084033489227295,1.022039973584671
NC_010102.1,NT-v2-50M,24,250000,0.5760203491733148,5.155402183532715,5.072119235992432,1.016419753492642
NC_010102.1,NT-v2-50M,24,1000000,0.5702393340270552,5.216183662414551,5.099903583526611,1.0228004465150164
NC_010102.1,NT-v2-50M,48,0,0.7389871661463753,7.6026787757873535,7.102114677429199,1.0704809934918351
NC_010102.1,NT-v2-50M,48,100000,0.684819054225922,7.474287986755371,7.14380407333374,1.0462616149643935
NC_010102.1,NT-v2-50M,48,250000,0.6825644583188808,7.4601898193359375,7.111652851104736,1.049009277523587
NC_010102.1,NT-v2-50M,48,1000000,0.6698462249971094,7.497960090637207,7.161087989807129,1.0470420278747548
